term,z,claude_ct,other_ct,total_ct,contrast,n
fair,-0.56474068809983,1,4,5,claude_vs_pooled,1
race,-0.56474068809983,1,4,5,claude_vs_pooled,1
motorcycles,-0.56474068809983,1,4,5,claude_vs_pooled,1
transistors,-0.56474068809983,1,4,5,claude_vs_pooled,1
inequality,-0.56474068809983,1,4,5,claude_vs_pooled,1
pursuing,-0.56474068809983,1,4,5,claude_vs_pooled,1
cumin,-0.56474068809983,1,4,5,claude_vs_pooled,1
imposed,-0.56474068809983,1,4,5,claude_vs_pooled,1
circle,-0.56474068809983,1,4,5,claude_vs_pooled,1
candies,-0.56474068809983,1,4,5,claude_vs_pooled,1
remedies,-0.56474068809983,1,4,5,claude_vs_pooled,1
adequate,-0.56474068809983,1,4,5,claude_vs_pooled,1
interesting,-0.56474068809983,1,4,5,claude_vs_pooled,1
sex,-0.56474068809983,1,4,5,claude_vs_pooled,1
mood,-0.56474068809983,1,4,5,claude_vs_pooled,1
contraceptive,-0.56474068809983,1,4,5,claude_vs_pooled,1
databases,-0.56474068809983,1,4,5,claude_vs_pooled,1
programmed,-0.56474068809983,1,4,5,claude_vs_pooled,1
simplified,-0.56474068809983,1,4,5,claude_vs_pooled,1
authentication,-0.56474068809983,1,4,5,claude_vs_pooled,1
premise,-0.56474068809983,1,4,5,claude_vs_pooled,1
mere,-0.56474068809983,1,4,5,claude_vs_pooled,1
prescribe,-0.56474068809983,1,4,5,claude_vs_pooled,1
burning,-0.56474068809983,1,4,5,claude_vs_pooled,1
gastroesophageal,-0.56474068809983,1,4,5,claude_vs_pooled,1
graph,-0.56474068809983,1,4,5,claude_vs_pooled,1
suitable,-0.56474068809983,1,4,5,claude_vs_pooled,1
electricity,-0.56474068809983,1,4,5,claude_vs_pooled,1
specifies,-0.56474068809983,1,4,5,claude_vs_pooled,1
antigen,-0.56474068809983,1,4,5,claude_vs_pooled,1
ipad,-0.56474068809983,1,4,5,claude_vs_pooled,1
makeup,-0.56474068809983,1,4,5,claude_vs_pooled,1
granulomas,-0.56474068809983,1,4,5,claude_vs_pooled,1
electronics,-0.56474068809983,1,4,5,claude_vs_pooled,1
operation,-0.56474068809983,1,4,5,claude_vs_pooled,1
horizon,-0.56474068809983,1,4,5,claude_vs_pooled,1
grains,-0.56474068809983,1,4,5,claude_vs_pooled,1
settle,-0.56474068809983,1,4,5,claude_vs_pooled,1
fear,-0.56474068809983,1,4,5,claude_vs_pooled,1
soft,-0.56474068809983,1,4,5,claude_vs_pooled,1
cycorp,-0.56474068809983,1,4,5,claude_vs_pooled,1
enable,-0.56474068809983,1,4,5,claude_vs_pooled,1
massage,-0.56474068809983,1,4,5,claude_vs_pooled,1
microsoft,-0.56474068809983,1,4,5,claude_vs_pooled,1
finished,-0.56474068809983,1,4,5,claude_vs_pooled,1
page,-0.56474068809983,1,4,5,claude_vs_pooled,1
molecular,-0.56474068809983,1,4,5,claude_vs_pooled,1
rods,-0.56474068809983,1,4,5,claude_vs_pooled,1
planned,-0.56474068809983,1,4,5,claude_vs_pooled,1
updates,-0.56474068809983,1,4,5,claude_vs_pooled,1
elements,-0.56474068809983,1,4,5,claude_vs_pooled,1
diagnosing,-0.56474068809983,1,4,5,claude_vs_pooled,1
obesity,-0.56474068809983,1,4,5,claude_vs_pooled,1
miscarriage,-0.56474068809983,1,4,5,claude_vs_pooled,1
capacitors,-0.56474068809983,1,4,5,claude_vs_pooled,1
manipulate,-0.56474068809983,1,4,5,claude_vs_pooled,1
communications,-0.56474068809983,1,4,5,claude_vs_pooled,1
bid,-0.56474068809983,1,4,5,claude_vs_pooled,1
repaid,-0.56474068809983,1,4,5,claude_vs_pooled,1
trees,-0.56474068809983,1,4,5,claude_vs_pooled,1
validity,-0.56474068809983,1,4,5,claude_vs_pooled,1
behave,-0.56474068809983,1,4,5,claude_vs_pooled,1
mechanical,-0.56474068809983,1,4,5,claude_vs_pooled,1
donate,-0.56474068809983,1,4,5,claude_vs_pooled,1
task,-0.56474068809983,1,4,5,claude_vs_pooled,1
branch,-0.56474068809983,1,4,5,claude_vs_pooled,1
societal,-0.56474068809983,1,4,5,claude_vs_pooled,1
novel,-0.56474068809983,1,4,5,claude_vs_pooled,1
compliance,-0.56474068809983,1,4,5,claude_vs_pooled,1
minute,-0.56474068809983,1,4,5,claude_vs_pooled,1
nicolas,-0.56474068809983,1,4,5,claude_vs_pooled,1
alcoholic,-0.56474068809983,1,4,5,claude_vs_pooled,1
attached,-0.56474068809983,1,4,5,claude_vs_pooled,1
posture,-0.56474068809983,1,4,5,claude_vs_pooled,1
discovery,-0.56474068809983,1,4,5,claude_vs_pooled,1
lego,-0.56474068809983,1,4,5,claude_vs_pooled,1
subfield,-0.56474068809983,1,4,5,claude_vs_pooled,1
therefore,-0.56474068809983,1,4,5,claude_vs_pooled,1
fund's,-0.56474068809983,1,4,5,claude_vs_pooled,1
feces,-0.56474068809983,1,4,5,claude_vs_pooled,1
mlb,-0.56474068809983,1,4,5,claude_vs_pooled,1
yale,-0.56474068809983,1,4,5,claude_vs_pooled,1
acm,-0.56474068809983,1,4,5,claude_vs_pooled,1
cones,-0.56474068809983,1,4,5,claude_vs_pooled,1
town,-0.56474068809983,1,4,5,claude_vs_pooled,1
executive,-0.56474068809983,1,4,5,claude_vs_pooled,1
motion,-0.56474068809983,1,4,5,claude_vs_pooled,1
sentence,-0.56474068809983,1,4,5,claude_vs_pooled,1
vain,-0.56474068809983,1,4,5,claude_vs_pooled,1
align,-0.56474068809983,1,4,5,claude_vs_pooled,1
andrews,-0.56474068809983,1,4,5,claude_vs_pooled,1
promised,-0.56474068809983,1,4,5,claude_vs_pooled,1
performing,-0.56474068809983,1,4,5,claude_vs_pooled,1
containers,-0.56474068809983,1,4,5,claude_vs_pooled,1
phenomena,-0.56474068809983,1,4,5,claude_vs_pooled,1
probabilistic,-0.56474068809983,1,4,5,claude_vs_pooled,1
america,-0.56474068809983,1,4,5,claude_vs_pooled,1
citizens,-0.56474068809983,1,4,5,claude_vs_pooled,1
gathering,-0.56474068809983,1,4,5,claude_vs_pooled,1
mapping,-0.56474068809983,1,4,5,claude_vs_pooled,1
abnormal,-0.56474068809983,1,4,5,claude_vs_pooled,1
suggested,-0.56474068809983,1,4,5,claude_vs_pooled,1
ganglion,-0.56474068809983,1,4,5,claude_vs_pooled,1
facing,-0.56474068809983,1,4,5,claude_vs_pooled,1
began,-0.56474068809983,1,4,5,claude_vs_pooled,1
pennsylvania,-0.56474068809983,1,4,5,claude_vs_pooled,1
audiences,-0.56474068809983,1,4,5,claude_vs_pooled,1
penalties,-0.56474068809983,1,4,5,claude_vs_pooled,1
agree,-0.56474068809983,1,4,5,claude_vs_pooled,1
listed,-0.56474068809983,1,4,5,claude_vs_pooled,1
empire,-0.56474068809983,1,4,5,claude_vs_pooled,1
unwanted,-0.56474068809983,1,4,5,claude_vs_pooled,1
lighting,-0.56474068809983,1,4,5,claude_vs_pooled,1
tilting,-0.56474068809983,1,4,5,claude_vs_pooled,1
vagus,-0.56474068809983,1,4,5,claude_vs_pooled,1
proton,-0.56474068809983,1,4,5,claude_vs_pooled,1
esophagus,-0.56474068809983,1,4,5,claude_vs_pooled,1
financially,-0.56474068809983,1,4,5,claude_vs_pooled,1
prenatal,-0.56474068809983,1,4,5,claude_vs_pooled,1
injuries,-0.56474068809983,1,4,5,claude_vs_pooled,1
made,-0.573543921568206,22,54,76,claude_vs_pooled,1
service,-0.5821977814186048,9,24,33,claude_vs_pooled,1
office,-0.5821977814186048,9,24,33,claude_vs_pooled,1
engineering,-0.5821977814186048,9,24,33,claude_vs_pooled,1
hand,-0.5821977814186048,9,24,33,claude_vs_pooled,1
between,-0.5822218680707133,41,97,138,claude_vs_pooled,1
future,-0.5856433716823921,18,45,63,claude_vs_pooled,1
within,-0.5856433716823921,18,45,63,claude_vs_pooled,1
types,-0.5948781941346273,21,52,73,claude_vs_pooled,1
numerous,-0.5972557954143263,4,12,16,claude_vs_pooled,1
covered,-0.5972557954143263,4,12,16,claude_vs_pooled,1
applied,-0.5972557954143263,4,12,16,claude_vs_pooled,1
wealth,-0.5972557954143263,4,12,16,claude_vs_pooled,1
sensitive,-0.5972557954143263,4,12,16,claude_vs_pooled,1
quickly,-0.5972557954143263,4,12,16,claude_vs_pooled,1
plants,-0.5972557954143263,4,12,16,claude_vs_pooled,1
secure,-0.5972557954143263,4,12,16,claude_vs_pooled,1
comfortable,-0.5972557954143263,4,12,16,claude_vs_pooled,1
materials,-0.5972557954143263,4,12,16,claude_vs_pooled,1
re,-0.5972557954143263,4,12,16,claude_vs_pooled,1
stage,-0.5972557954143263,4,12,16,claude_vs_pooled,1
liabilities,-0.5972557954143263,4,12,16,claude_vs_pooled,1
convert,-0.5972557954143263,4,12,16,claude_vs_pooled,1
scale,-0.5972557954143263,4,12,16,claude_vs_pooled,1
outcome,-0.5972557954143263,4,12,16,claude_vs_pooled,1
ice,-0.6063236860351161,6,17,23,claude_vs_pooled,1
images,-0.6063236860351161,6,17,23,claude_vs_pooled,1
profit,-0.6063236860351161,6,17,23,claude_vs_pooled,1
ibuprofen,-0.6063236860351161,6,17,23,claude_vs_pooled,1
functions,-0.6063236860351161,6,17,23,claude_vs_pooled,1
event,-0.6063236860351161,6,17,23,claude_vs_pooled,1
considered,-0.6105260806050964,11,29,40,claude_vs_pooled,1
analysis,-0.6107387128236804,17,43,60,claude_vs_pooled,1
sperm,-0.6215526718810986,2,7,9,claude_vs_pooled,1
exciting,-0.6215526718810986,2,7,9,claude_vs_pooled,1
correctness,-0.6215526718810986,2,7,9,claude_vs_pooled,1
dosage,-0.6215526718810986,2,7,9,claude_vs_pooled,1
populations,-0.6215526718810986,2,7,9,claude_vs_pooled,1
child's,-0.6215526718810986,2,7,9,claude_vs_pooled,1
october,-0.6215526718810986,2,7,9,claude_vs_pooled,1
requests,-0.6215526718810986,2,7,9,claude_vs_pooled,1
psychological,-0.6215526718810986,2,7,9,claude_vs_pooled,1
surveyor's,-0.6215526718810986,2,7,9,claude_vs_pooled,1
reactive,-0.6215526718810986,2,7,9,claude_vs_pooled,1
irregular,-0.6215526718810986,2,7,9,claude_vs_pooled,1
contributing,-0.6215526718810986,2,7,9,claude_vs_pooled,1
sgpt,-0.6215526718810986,2,7,9,claude_vs_pooled,1
dehydration,-0.6215526718810986,2,7,9,claude_vs_pooled,1
airplane,-0.6215526718810986,2,7,9,claude_vs_pooled,1
describes,-0.6215526718810986,2,7,9,claude_vs_pooled,1
paul,-0.6215526718810986,2,7,9,claude_vs_pooled,1
gastric,-0.6215526718810986,2,7,9,claude_vs_pooled,1
interpretation,-0.6215526718810986,2,7,9,claude_vs_pooled,1
nsaids,-0.6215526718810986,2,7,9,claude_vs_pooled,1
controlling,-0.6215526718810986,2,7,9,claude_vs_pooled,1
rings,-0.6215526718810986,2,7,9,claude_vs_pooled,1
interface,-0.6215526718810986,2,7,9,claude_vs_pooled,1
hackers,-0.6215526718810986,2,7,9,claude_vs_pooled,1
tape,-0.6215526718810986,2,7,9,claude_vs_pooled,1
son's,-0.6215526718810986,2,7,9,claude_vs_pooled,1
enter,-0.6215526718810986,2,7,9,claude_vs_pooled,1
retina,-0.6215526718810986,2,7,9,claude_vs_pooled,1
robots,-0.6215526718810986,2,7,9,claude_vs_pooled,1
nutrients,-0.6215526718810986,2,7,9,claude_vs_pooled,1
california,-0.6215526718810986,2,7,9,claude_vs_pooled,1
balanced,-0.6215526718810986,2,7,9,claude_vs_pooled,1
motorcycle,-0.6215526718810986,2,7,9,claude_vs_pooled,1
ecg,-0.6215526718810986,2,7,9,claude_vs_pooled,1
viewing,-0.6215526718810986,2,7,9,claude_vs_pooled,1
willing,-0.6215526718810986,2,7,9,claude_vs_pooled,1
aim,-0.6215526718810986,2,7,9,claude_vs_pooled,1
sgot,-0.6215526718810986,2,7,9,claude_vs_pooled,1
mass,-0.6215526718810986,2,7,9,claude_vs_pooled,1
volatile,-0.6215526718810986,2,7,9,claude_vs_pooled,1
capable,-0.6215526718810986,2,7,9,claude_vs_pooled,1
units,-0.6215526718810986,2,7,9,claude_vs_pooled,1
leg,-0.6215526718810986,2,7,9,claude_vs_pooled,1
viable,-0.6215526718810986,2,7,9,claude_vs_pooled,1
interaction,-0.6215526718810986,2,7,9,claude_vs_pooled,1
minimizing,-0.6215526718810986,2,7,9,claude_vs_pooled,1
minimize,-0.6215526718810986,2,7,9,claude_vs_pooled,1
autism,-0.6215526718810986,2,7,9,claude_vs_pooled,1
basketball,-0.6215526718810986,2,7,9,claude_vs_pooled,1
loans,-0.6215526718810986,2,7,9,claude_vs_pooled,1
semantics,-0.6215526718810986,2,7,9,claude_vs_pooled,1
reader,-0.6215526718810986,2,7,9,claude_vs_pooled,1
solar,-0.6215526718810986,2,7,9,claude_vs_pooled,1
required,-0.6253946452252892,8,22,30,claude_vs_pooled,1
electronic,-0.6253946452252892,8,22,30,claude_vs_pooled,1
formal,-0.6374898941687587,16,41,57,claude_vs_pooled,1
others,-0.6374898941687587,16,41,57,claude_vs_pooled,1
complex,-0.6374898941687587,16,41,57,claude_vs_pooled,1
land,-0.6386119116701385,13,34,47,claude_vs_pooled,1
game,-0.6386119116701385,13,34,47,claude_vs_pooled,1
theory,-0.648161460854565,10,27,37,claude_vs_pooled,1
outbreak,-0.6487219396013901,0,5,5,claude_vs_pooled,1
drawing,-0.6487219396013901,0,5,5,claude_vs_pooled,1
sectors,-0.6487219396013901,0,5,5,claude_vs_pooled,1
facilitate,-0.6487219396013901,0,5,5,claude_vs_pooled,1
autoimmune,-0.6487219396013901,0,5,5,claude_vs_pooled,1
suggesting,-0.6487219396013901,0,5,5,claude_vs_pooled,1
ve,-0.6487219396013901,0,5,5,claude_vs_pooled,1
classified,-0.6487219396013901,0,5,5,claude_vs_pooled,1
valued,-0.6487219396013901,0,5,5,claude_vs_pooled,1
films,-0.6487219396013901,0,5,5,claude_vs_pooled,1
perceptions,-0.6487219396013901,0,5,5,claude_vs_pooled,1
leads,-0.6487219396013901,0,5,5,claude_vs_pooled,1
orbit,-0.6487219396013901,0,5,5,claude_vs_pooled,1
sentiment,-0.6487219396013901,0,5,5,claude_vs_pooled,1
complexities,-0.6487219396013901,0,5,5,claude_vs_pooled,1
obligation,-0.6487219396013901,0,5,5,claude_vs_pooled,1
payee,-0.6487219396013901,0,5,5,claude_vs_pooled,1
focusing,-0.6487219396013901,0,5,5,claude_vs_pooled,1
achieving,-0.6487219396013901,0,5,5,claude_vs_pooled,1
conversely,-0.6487219396013901,0,5,5,claude_vs_pooled,1
clarity,-0.6487219396013901,0,5,5,claude_vs_pooled,1
alter,-0.6487219396013901,0,5,5,claude_vs_pooled,1
bands,-0.6487219396013901,0,5,5,claude_vs_pooled,1
sustainability,-0.6487219396013901,0,5,5,claude_vs_pooled,1
percent,-0.6487219396013901,0,5,5,claude_vs_pooled,1
closing,-0.6487219396013901,0,5,5,claude_vs_pooled,1
objective,-0.6487219396013901,0,5,5,claude_vs_pooled,1
organism's,-0.6487219396013901,0,5,5,claude_vs_pooled,1
board,-0.6487219396013901,0,5,5,claude_vs_pooled,1
afraid,-0.6487219396013901,0,5,5,claude_vs_pooled,1
judgments,-0.6487219396013901,0,5,5,claude_vs_pooled,1
assuming,-0.6487219396013901,0,5,5,claude_vs_pooled,1
relieve,-0.6487219396013901,0,5,5,claude_vs_pooled,1
scar,-0.6487219396013901,0,5,5,claude_vs_pooled,1
participants,-0.6487219396013901,0,5,5,claude_vs_pooled,1
jews,-0.6487219396013901,0,5,5,claude_vs_pooled,1
unable,-0.6487219396013901,0,5,5,claude_vs_pooled,1
attractive,-0.6487219396013901,0,5,5,claude_vs_pooled,1
dangers,-0.6487219396013901,0,5,5,claude_vs_pooled,1
enjoy,-0.6487219396013901,0,5,5,claude_vs_pooled,1
reflected,-0.6487219396013901,0,5,5,claude_vs_pooled,1
promote,-0.6487219396013901,0,5,5,claude_vs_pooled,1
acre,-0.6487219396013901,0,5,5,claude_vs_pooled,1
metabolic,-0.6487219396013901,0,5,5,claude_vs_pooled,1
irritate,-0.6487219396013901,0,5,5,claude_vs_pooled,1
unhedged,-0.6487219396013901,0,5,5,claude_vs_pooled,1
com,-0.6487219396013901,0,5,5,claude_vs_pooled,1
mother,-0.6487219396013901,0,5,5,claude_vs_pooled,1
hcm,-0.6487219396013901,0,5,5,claude_vs_pooled,1
wish,-0.6487219396013901,0,5,5,claude_vs_pooled,1
dear,-0.6487219396013901,0,5,5,claude_vs_pooled,1
modus,-0.6487219396013901,0,5,5,claude_vs_pooled,1
weekend,-0.6487219396013901,0,5,5,claude_vs_pooled,1
stretching,-0.6487219396013901,0,5,5,claude_vs_pooled,1
tap,-0.6487219396013901,0,5,5,claude_vs_pooled,1
authorities,-0.6487219396013901,0,5,5,claude_vs_pooled,1
criteria,-0.6487219396013901,0,5,5,claude_vs_pooled,1
implementing,-0.6487219396013901,0,5,5,claude_vs_pooled,1
display,-0.6487219396013901,0,5,5,claude_vs_pooled,1
mileage,-0.6487219396013901,0,5,5,claude_vs_pooled,1
accordingly,-0.6487219396013901,0,5,5,claude_vs_pooled,1
ensures,-0.6487219396013901,0,5,5,claude_vs_pooled,1
claim,-0.6677697455462247,5,15,20,claude_vs_pooled,1
code,-0.6677697455462247,5,15,20,claude_vs_pooled,1
learn,-0.6677697455462247,5,15,20,claude_vs_pooled,1
turn,-0.6677697455462247,5,15,20,claude_vs_pooled,1
produce,-0.6677697455462247,5,15,20,claude_vs_pooled,1
received,-0.6677697455462247,5,15,20,claude_vs_pooled,1
situations,-0.6746116610967829,7,20,27,claude_vs_pooled,1
books,-0.6746116610967829,7,20,27,claude_vs_pooled,1
planning,-0.6746116610967829,7,20,27,claude_vs_pooled,1
system,-0.6802870238093227,54,128,182,claude_vs_pooled,1
use,-0.6821500520268629,71,166,237,claude_vs_pooled,1
thorough,-0.6832321022050948,3,10,13,claude_vs_pooled,1
resident,-0.6832321022050948,3,10,13,claude_vs_pooled,1
nausea,-0.6832321022050948,3,10,13,claude_vs_pooled,1
evidence,-0.6832321022050948,3,10,13,claude_vs_pooled,1
recognize,-0.6832321022050948,3,10,13,claude_vs_pooled,1
scam,-0.6832321022050948,3,10,13,claude_vs_pooled,1
served,-0.6832321022050948,3,10,13,claude_vs_pooled,1
poppins,-0.6832321022050948,3,10,13,claude_vs_pooled,1
mary,-0.6832321022050948,3,10,13,claude_vs_pooled,1
expiration,-0.6832321022050948,3,10,13,claude_vs_pooled,1
magic,-0.6832321022050948,3,10,13,claude_vs_pooled,1
interested,-0.6832321022050948,3,10,13,claude_vs_pooled,1
setting,-0.6832321022050948,3,10,13,claude_vs_pooled,1
lifespan,-0.6832321022050948,3,10,13,claude_vs_pooled,1
changes,-0.6859197577668384,34,83,117,claude_vs_pooled,1
cases,-0.6899829472697898,9,25,34,claude_vs_pooled,1
helpful,-0.6899829472697898,9,25,34,claude_vs_pooled,1
circuits,-0.6899829472697898,9,25,34,claude_vs_pooled,1
losses,-0.6899829472697898,9,25,34,claude_vs_pooled,1
off,-0.6968582717793456,14,37,51,claude_vs_pooled,1
healthy,-0.7091325947792586,11,30,41,claude_vs_pooled,1
opinion,-0.7106407569783102,0,6,6,claude_vs_pooled,1
candy,-0.7106407569783102,0,6,6,claude_vs_pooled,1
articles,-0.7106407569783102,0,6,6,claude_vs_pooled,1
netflix's,-0.7106407569783102,0,6,6,claude_vs_pooled,1
node,-0.7106407569783102,0,6,6,claude_vs_pooled,1
www,-0.7106407569783102,0,6,6,claude_vs_pooled,1
sensory,-0.7106407569783102,0,6,6,claude_vs_pooled,1
tablet,-0.7106407569783102,0,6,6,claude_vs_pooled,1
assume,-0.7106407569783102,0,6,6,claude_vs_pooled,1
arise,-0.7106407569783102,0,6,6,claude_vs_pooled,1
inherent,-0.7106407569783102,0,6,6,claude_vs_pooled,1
collectively,-0.7106407569783102,0,6,6,claude_vs_pooled,1
deciding,-0.7106407569783102,0,6,6,claude_vs_pooled,1
advancements,-0.7106407569783102,0,6,6,claude_vs_pooled,1
aligns,-0.7106407569783102,0,6,6,claude_vs_pooled,1
thin,-0.7106407569783102,0,6,6,claude_vs_pooled,1
decrease,-0.7106407569783102,0,6,6,claude_vs_pooled,1
eyeballs,-0.7106407569783102,0,6,6,claude_vs_pooled,1
advisable,-0.7106407569783102,0,6,6,claude_vs_pooled,1
canada,-0.7106407569783102,0,6,6,claude_vs_pooled,1
user's,-0.7106407569783102,0,6,6,claude_vs_pooled,1
driving,-0.7106407569783102,0,6,6,claude_vs_pooled,1
afghanistan,-0.7106407569783102,0,6,6,claude_vs_pooled,1
adverse,-0.7106407569783102,0,6,6,claude_vs_pooled,1
axis,-0.7106407569783102,0,6,6,claude_vs_pooled,1
onions,-0.7106407569783102,0,6,6,claude_vs_pooled,1
hydration,-0.7106407569783102,0,6,6,claude_vs_pooled,1
indicative,-0.7106407569783102,0,6,6,claude_vs_pooled,1
i,-0.7222287660354768,67,158,225,claude_vs_pooled,1
bond,-0.7300384976012176,13,35,48,claude_vs_pooled,1
regression,-0.7300384976012176,13,35,48,claude_vs_pooled,1
adjust,-0.7315242400887566,6,18,24,claude_vs_pooled,1
either,-0.7315242400887566,6,18,24,claude_vs_pooled,1
located,-0.7315242400887566,6,18,24,claude_vs_pooled,1
apply,-0.7315242400887566,6,18,24,claude_vs_pooled,1
racing,-0.7425169072433776,4,13,17,claude_vs_pooled,1
response,-0.7425169072433776,4,13,17,claude_vs_pooled,1
shorter,-0.7425169072433776,4,13,17,claude_vs_pooled,1
studies,-0.7425169072433776,4,13,17,claude_vs_pooled,1
efficient,-0.7425169072433776,4,13,17,claude_vs_pooled,1
brooks,-0.7425169072433776,4,13,17,claude_vs_pooled,1
yahoo,-0.7425169072433776,4,13,17,claude_vs_pooled,1
models,-0.7485145800395417,41,100,141,claude_vs_pooled,1
natural,-0.7496316557112997,10,28,38,claude_vs_pooled,1
audience,-0.7675813415696436,0,7,7,claude_vs_pooled,1
mental,-0.7675813415696436,0,7,7,claude_vs_pooled,1
doesn,-0.7675813415696436,0,7,7,claude_vs_pooled,1
communicate,-0.7675813415696436,0,7,7,claude_vs_pooled,1
mitigate,-0.7675813415696436,0,7,7,claude_vs_pooled,1
fluctuate,-0.7675813415696436,0,7,7,claude_vs_pooled,1
duration,-0.7675813415696436,0,7,7,claude_vs_pooled,1
stream,-0.7675813415696436,0,7,7,claude_vs_pooled,1
turns,-0.7675813415696436,0,7,7,claude_vs_pooled,1
servant,-0.7675813415696436,0,7,7,claude_vs_pooled,1
disk,-0.7675813415696436,0,7,7,claude_vs_pooled,1
nin,-0.7675813415696436,0,7,7,claude_vs_pooled,1
intelligent,-0.7675813415696436,0,7,7,claude_vs_pooled,1
displaystyle,-0.7675813415696436,0,7,7,claude_vs_pooled,1
gastrointestinal,-0.7675813415696436,0,7,7,claude_vs_pooled,1
modelling,-0.7675813415696436,0,7,7,claude_vs_pooled,1
spigot,-0.7675813415696436,0,7,7,claude_vs_pooled,1
improved,-0.7675813415696436,0,7,7,claude_vs_pooled,1
nthe,-0.7675813415696436,0,7,7,claude_vs_pooled,1
infant,-0.7675813415696436,0,7,7,claude_vs_pooled,1
sciences,-0.7675813415696436,0,7,7,claude_vs_pooled,1
model,-0.7708838110259562,36,89,125,claude_vs_pooled,1
irritated,-0.7795545639686652,1,5,6,claude_vs_pooled,1
emergencies,-0.7795545639686652,1,5,6,claude_vs_pooled,1
liquid,-0.7795545639686652,1,5,6,claude_vs_pooled,1
neither,-0.7795545639686652,1,5,6,claude_vs_pooled,1
depression,-0.7795545639686652,1,5,6,claude_vs_pooled,1
corticosteroids,-0.7795545639686652,1,5,6,claude_vs_pooled,1
arthritis,-0.7795545639686652,1,5,6,claude_vs_pooled,1
tablets,-0.7795545639686652,1,5,6,claude_vs_pooled,1
masks,-0.7795545639686652,1,5,6,claude_vs_pooled,1
knife,-0.7795545639686652,1,5,6,claude_vs_pooled,1
